REFRIGERANT,T_1_K,T_3_K,P_1,P_3,S_1,H_1,S_3,H_3,P_4,P_2,S_4,H_2_ISENTROPIC,H_4_ISENTROPIC,T_1,T_3
R123,284.15,333.15,52722.8049458,285887.362242,1039.32131988,210.969192515,1670.71696502,417.398301376,52722.8049458,285887.362242,1670.71696502,211.124703513,390.394425986,11.0,60.0
R123,284.15,334.15,52722.8049458,294172.849143,1039.32131988,210.969192515,1671.05589897,417.983470129,52722.8049458,294172.849143,1671.05589897,211.130228812,390.49193603,11.0,61.0
R123,284.15,335.15,52722.8049458,302639.899149,1039.32131988,210.969192515,1671.39907684,418.567701938,52722.8049458,302639.899149,1671.39907684,211.135875134,390.590717037,11.0,62.0
R123,284.15,336.15,52722.8049458,311291.081626,1039.32131988,210.969192515,1671.7463589,419.150970483,52722.8049458,311291.081626,1671.7463589,211.141644188,390.690730632,11.0,63.0
R123,284.15,337.15,52722.8049458,320128.979349,1039.32131988,210.969192515,1672.09760615,419.7332491,52722.8049458,320128.979349,1672.09760615,211.147537694,390.791938598,11.0,64.0
R123,284.15,338.15,52722.8049458,329156.18845,1039.32131988,210.969192515,1672.45268026,420.31451077,52722.8049458,329156.18845,1672.45268026,211.15355738,390.894302851,11.0,65.0
R123,284.15,339.15,52722.8049458,338375.318363,1039.32131988,210.969192515,1672.81144357,420.894728108,52722.8049458,338375.318363,1672.81144357,211.15970498,390.997785428,11.0,66.0
R123,284.15,340.15,52722.8049458,347788.991802,1039.32131988,210.969192515,1673.173759,421.473873346,52722.8049458,347788.991802,1673.173759,211.16598224,391.102348474,11.0,67.0
R123,284.15,341.15,52722.8049458,357399.844707,1039.32131988,210.969192515,1673.53948999,422.051918319,52722.8049458,357399.844707,1673.53948999,211.172390914,391.207954216,11.0,68.0
R123,284.15,342.15,52722.8049458,367210.526234,1039.32131988,210.969192515,1673.90850049,422.628834451,52722.8049458,367210.526234,1673.90850049,211.178932762,391.314564958,11.0,69.0
R123,284.15,343.15,52722.8049458,377223.698718,1039.32131988,210.969192515,1674.28065487,423.204592738,52722.8049458,377223.698718,1674.28065487,211.185609557,391.422143054,11.0,70.0
R123,285.15,274.15,54951.1808083,34164.0956353,1042.8441896,211.973464356,1664.00958812,382.037414394,54951.1808083,34164.0956353,1664.00958812,211.744920391,389.099270442,12.0,1.0
R123,285.15,275.15,54951.1808083,35739.6409648,1042.8441896,211.973464356,1663.79730437,382.638624106,54951.1808083,35739.6409648,1663.79730437,211.783374578,389.038609948,12.0,2.0
R123,285.15,276.15,54951.1808083,37373.2632564,1042.8441896,211.973464356,1663.60057779,383.240139745,54951.1808083,37373.2632564,1663.60057779,211.818263146,388.982412045,12.0,3.0
R123,285.15,277.15,54951.1808083,39066.5060566,1042.8441896,211.973464356,1663.41913547,383.841942487,54951.1808083,39066.5060566,1663.41913547,211.849596239,388.930594899,12.0,4.0
R123,285.15,278.15,54951.1808083,40820.9348153,1042.8441896,211.973464356,1663.25270851,384.444013482,54951.1808083,40820.9348153,1663.25270851,211.877383947,388.883078206,12.0,5.0
R123,285.15,279.15,54951.1808083,42638.136734,1042.8441896,211.973464356,1663.10103193,385.046333848,54951.1808083,42638.136734,1663.10103193,211.901636312,388.839783155,12.0,6.0
R123,285.15,280.15,54951.1808083,44519.7206929,1042.8441896,211.973464356,1662.96384461,385.648884676,54951.1808083,44519.7206929,1662.96384461,211.922363324,388.800632382,12.0,7.0
R123,285.15,281.15,54951.1808083,46467.3170968,1042.8441896,211.973464356,1662.84088922,386.251647024,54951.1808083,46467.3170968,1662.84088922,211.939574924,388.765549935,12.0,8.0
R123,285.15,282.15,54951.1808083,48482.5777299,1042.8441896,211.973464356,1662.73191214,386.85460192,54951.1808083,48482.5777299,1662.73191214,211.953281006,388.734461238,12.0,9.0
R123,285.15,283.15,54951.1808083,50567.1756292,1042.8441896,211.973464356,1662.63666337,387.457730361,54951.1808083,50567.1756292,1662.63666337,211.963491413,388.707293047,12.0,10.0
R123,285.15,284.15,54951.1808083,52722.8049458,1042.8441896,211.973464356,1662.55489649,388.061013308,54951.1808083,52722.8049458,1662.55489649,211.970215946,388.683973422,12.0,11.0
R123,285.15,285.15,54951.1808083,54951.1808083,1042.8441896,211.973464356,1662.48636856,388.664431687,54951.1808083,54951.1808083,1662.48636856,211.973464356,388.664431688,12.0,12.0
R123,285.15,286.15,54951.1808083,57254.0391202,1042.8441896,211.973464356,1662.43084009,389.26796639,54951.1808083,57254.0391202,1662.43084009,211.97500302,388.648597745,12.0,13.0
R123,285.15,287.15,54951.1808083,59633.1364843,1042.8441896,211.973464356,1662.38807494,389.871598268,54951.1808083,59633.1364843,1662.38807494,211.976592619,388.636403262,12.0,14.0
R123,285.15,288.15,54951.1808083,62090.249964,1042.8441896,211.973464356,1662.35784025,390.475308134,54951.1808083,62090.249964,1662.35784025,211.978234339,388.627781839,12.0,15.0
R123,285.15,289.15,54951.1808083,64627.1770124,1042.8441896,211.973464356,1662.33990639,391.079076757,54951.1808083,64627.1770124,1662.33990639,211.979929382,388.622668,12.0,16.0
R123,285.15,290.15,54951.1808083,67245.735214,1042.8441896,211.973464356,1662.33404691,391.682884864,54951.1808083,67245.735214,1662.33404691,211.981678962,388.620997169,12.0,17.0
R123,285.15,291.15,54951.1808083,69947.7621709,1042.8441896,211.973464356,1662.34003843,392.286713134,54951.1808083,69947.7621709,1662.34003843,211.983484305,388.622705651,12.0,18.0
R123,285.15,292.15,54951.1808083,72735.115373,1042.8441896,211.973464356,1662.35766063,392.8905422,54951.1808083,72735.115373,1662.35766063,211.985346652,388.62773062,12.0,19.0
R123,285.15,293.15,54951.1808083,75609.6719263,1042.8441896,211.973464356,1662.38669613,393.49435264,54951.1808083,75609.6719263,1662.38669613,211.987267257,388.636010095,12.0,20.0
R123,285.15,294.15,54951.1808083,78573.3284689,1042.8441896,211.973464356,1662.42693051,394.098124981,54951.1808083,78573.3284689,1662.42693051,211.989247387,388.647482926,12.0,21.0
R123,285.15,295.15,54951.1808083,81628.0009627,1042.8441896,211.973464356,1662.47815214,394.701839693,54951.1808083,81628.0009627,1662.47815214,211.99128832,388.662088776,12.0,22.0
R123,285.15,296.15,54951.1808083,84775.6245227,1042.8441896,211.973464356,1662.54015224,395.305477186,54951.1808083,84775.6245227,1662.54015224,211.99339135,388.679768717,12.0,23.0
R123,285.15,297.15,54951.1808083,88018.1532409,1042.8441896,211.973464356,1662.61272471,395.909017806,54951.1808083,88018.1532409,1662.61272471,211.995557781,388.700465533,12.0,24.0
R123,285.15,298.15,54951.1808083,91357.5600234,1042.8441896,211.973464356,1662.69566616,396.512441837,54951.1808083,91357.5600234,1662.69566616,211.99778893,388.724122197,12.0,25.0
R123,285.15,299.15,54951.1808083,94795.8363735,1042.8441896,211.973464356,1662.78877581,397.115729489,54951.1808083,94795.8363735,1662.78877581,212.000086128,388.750682526,12.0,26.0
R123,285.15,300.15,54951.1808083,98334.9922722,1042.8441896,211.973464356,1662.89185542,397.718860903,54951.1808083,98334.9922722,1662.89185542,212.002450716,388.780091168,12.0,27.0
R123,285.15,301.15,54951.1808083,101977.055948,1042.8441896,211.973464356,1663.00470927,398.321816142,54951.1808083,101977.055948,1663.00470927,212.004884048,388.812293579,12.0,28.0
R123,285.15,302.15,54951.1808083,105724.073737,1042.8441896,211.973464356,1663.12714409,398.924575188,54951.1808083,105724.073737,1663.12714409,212.007387492,388.847235999,12.0,29.0
R123,285.15,303.15,54951.1808083,109578.109893,1042.8441896,211.973464356,1663.25896901,399.527117941,54951.1808083,109578.109893,1663.25896901,212.009962425,388.884865434,12.0,30.0
R123,285.15,304.15,54951.1808083,113541.246386,1042.8441896,211.973464356,1663.39999548,400.12942421,54951.1808083,113541.246386,1663.39999548,212.012610237,388.925129625,12.0,31.0
R123,285.15,305.15,54951.1808083,117615.582777,1042.8441896,211.973464356,1663.55003724,400.731473713,54951.1808083,117615.582777,1663.55003724,212.01533233,388.967977033,12.0,32.0
R123,285.15,306.15,54951.1808083,121803.235985,1042.8441896,211.973464356,1663.70891028,401.33324607,54951.1808083,121803.235985,1663.70891028,212.018130117,389.013356816,12.0,33.0
R123,285.15,307.15,54951.1808083,126106.340174,1042.8441896,211.973464356,1663.87643277,401.934720802,54951.1808083,126106.340174,1663.87643277,212.021005023,389.061218804,12.0,34.0
R123,285.15,308.15,54951.1808083,130527.046537,1042.8441896,211.973464356,1664.05242499,402.53587732,54951.1808083,130527.046537,1664.05242499,212.023958484,389.111513484,12.0,35.0
R123,285.15,309.15,54951.1808083,135067.523124,1042.8441896,211.973464356,1664.23670931,403.136694925,54951.1808083,135067.523124,1664.23670931,212.026991947,389.164191976,12.0,36.0
R123,285.15,310.15,54951.1808083,139729.954702,1042.8441896,211.973464356,1664.42911014,403.737152803,54951.1808083,139729.954702,1664.42911014,212.030106871,389.219206013,12.0,37.0
R123,285.15,311.15,54951.1808083,144516.542578,1042.8441896,211.973464356,1664.62945385,404.337230017,54951.1808083,144516.542578,1664.62945385,212.033304724,389.276507922,12.0,38.0
R123,285.15,312.15,54951.1808083,149429.504405,1042.8441896,211.973464356,1664.83756874,404.936905503,54951.1808083,149429.504405,1664.83756874,212.036586988,389.336050606,12.0,39.0
R123,285.15,313.15,54951.1808083,154471.074064,1042.8441896,211.973464356,1665.053285,405.536158063,54951.1808083,154471.074064,1665.053285,212.039955152,389.397787524,12.0,40.0
R123,285.15,314.15,54951.1808083,159643.50146,1042.8441896,211.973464356,1665.27643463,406.134966363,54951.1808083,159643.50146,1665.27643463,212.043410719,389.46167267,12.0,41.0
R123,285.15,315.15,54951.1808083,164949.052405,1042.8441896,211.973464356,1665.50685144,406.733308923,54951.1808083,164949.052405,1665.50685144,212.0469552,389.527660559,12.0,42.0
R123,285.15,316.15,54951.1808083,170390.008435,1042.8441896,211.973464356,1665.74437094,407.331164113,54951.1808083,170390.008435,1665.74437094,212.050590119,389.595706205,12.0,43.0
R123,285.15,317.15,54951.1808083,175968.66666,1042.8441896,211.973464356,1665.98883035,407.928510143,54951.1808083,175968.66666,1665.98883035,212.054317008,389.665765104,12.0,44.0
R123,285.15,318.15,54951.1808083,181687.339635,1042.8441896,211.973464356,1666.24006851,408.525325064,54951.1808083,181687.339635,1666.24006851,212.058137409,389.737793219,12.0,45.0
R123,285.15,319.15,54951.1808083,187548.355189,1042.8441896,211.973464356,1666.49792585,409.121586752,54951.1808083,187548.355189,1666.49792585,212.062052878,389.811746958,12.0,46.0
R123,285.15,320.15,54951.1808083,193554.05629,1042.8441896,211.973464356,1666.76224435,409.717272908,54951.1808083,193554.05629,1666.76224435,212.066064975,389.887583161,12.0,47.0
R123,285.15,321.15,54951.1808083,199706.800918,1042.8441896,211.973464356,1667.03286749,410.312361047,54951.1808083,199706.800918,1667.03286749,212.070175276,389.96525908,12.0,48.0
R123,285.15,322.15,54951.1808083,206008.961936,1042.8441896,211.973464356,1667.30964017,410.906828492,54951.1808083,206008.961936,1667.30964017,212.074385362,390.044732363,12.0,49.0
R123,285.15,323.15,54951.1808083,212462.926918,1042.8441896,211.973464356,1667.59240872,411.500652364,54951.1808083,212462.926918,1667.59240872,212.078696827,390.125961039,12.0,50.0
R123,285.15,324.15,54951.1808083,219071.098064,1042.8441896,211.973464356,1667.88102081,412.093809577,54951.1808083,219071.098064,1667.88102081,212.083111274,390.208903497,12.0,51.0
R123,285.15,325.15,54951.1808083,225835.892069,1042.8441896,211.973464356,1668.17532542,412.68627683,54951.1808083,225835.892069,1668.17532542,212.087630313,390.293518475,12.0,52.0
R123,285.15,326.15,54951.1808083,232759.739995,1042.8441896,211.973464356,1668.47517279,413.278030594,54951.1808083,232759.739995,1668.47517279,212.092255566,390.379765041,12.0,53.0
R123,285.15,327.15,54951.1808083,239845.087158,1042.8441896,211.973464356,1668.78041437,413.869047107,54951.1808083,239845.087158,1668.78041437,212.096988665,390.467602575,12.0,54.0
R123,285.15,328.15,54951.1808083,247094.393032,1042.8441896,211.973464356,1669.09090279,414.459302364,54951.1808083,247094.393032,1669.09090279,212.10183125,390.556990756,12.0,55.0
R123,285.15,329.15,54951.1808083,254510.131127,1042.8441896,211.973464356,1669.40649179,415.048772107,54951.1808083,254510.131127,1669.40649179,212.10678497,390.647889546,12.0,56.0
R123,285.15,330.15,54951.1808083,262094.788908,1042.8441896,211.973464356,1669.72703619,415.637431815,54951.1808083,262094.788908,1669.72703619,212.111851484,390.740259169,12.0,57.0
R123,285.15,331.15,54951.1808083,269850.867688,1042.8441896,211.973464356,1670.05239182,416.225256696,54951.1808083,269850.867688,1670.05239182,212.117032459,390.834060103,12.0,58.0
R123,285.15,332.15,54951.1808083,277780.882543,1042.8441896,211.973464356,1670.38241551,416.812221673,54951.1808083,277780.882543,1670.38241551,212.122329573,390.929253056,12.0,59.0
R123,285.15,333.15,54951.1808083,285887.362242,1042.8441896,211.973464356,1670.71696502,417.398301376,54951.1808083,285887.362242,1670.71696502,212.127744512,391.025798957,12.0,60.0
R123,285.15,334.15,54951.1808083,294172.849143,1042.8441896,211.973464356,1671.05589897,417.983470129,54951.1808083,294172.849143,1671.05589897,212.13327897,391.123658934,12.0,61.0
R123,285.15,335.15,54951.1808083,302639.899149,1042.8441896,211.973464356,1671.39907684,418.567701938,54951.1808083,302639.899149,1671.39907684,212.138934651,391.222794303,12.0,62.0
R123,285.15,336.15,54951.1808083,311291.081626,1042.8441896,211.973464356,1671.7463589,419.150970483,54951.1808083,311291.081626,1671.7463589,212.144713268,391.323166549,12.0,63.0
R123,285.15,337.15,54951.1808083,320128.979349,1042.8441896,211.973464356,1672.09760615,419.7332491,54951.1808083,320128.979349,1672.09760615,212.150616542,391.42473731,12.0,64.0
R123,285.15,338.15,54951.1808083,329156.18845,1042.8441896,211.973464356,1672.45268026,420.31451077,54951.1808083,329156.18845,1672.45268026,212.156646203,391.527468362,12.0,65.0
R123,285.15,339.15,54951.1808083,338375.318363,1042.8441896,211.973464356,1672.81144357,420.894728108,54951.1808083,338375.318363,1672.81144357,212.162803991,391.631321604,12.0,66.0
R123,285.15,340.15,54951.1808083,347788.991802,1042.8441896,211.973464356,1673.173759,421.473873346,54951.1808083,347788.991802,1673.173759,212.169091653,391.736259038,12.0,67.0
R123,285.15,341.15,54951.1808083,357399.844707,1042.8441896,211.973464356,1673.53948999,422.051918319,54951.1808083,357399.844707,1673.53948999,212.175510944,391.842242754,12.0,68.0
R123,285.15,342.15,54951.1808083,367210.526234,1042.8441896,211.973464356,1673.90850049,422.628834451,54951.1808083,367210.526234,1673.90850049,212.182063631,391.949234914,12.0,69.0
R123,285.15,343.15,54951.1808083,377223.698718,1042.8441896,211.973464356,1674.28065487,423.204592738,54951.1808083,377223.698718,1674.28065487,212.188751487,392.057197736,12.0,70.0
R123,286.15,274.15,57254.0391202,34164.0956353,1046.35872041,212.978929343,1664.00958812,382.037414394,57254.0391202,34164.0956353,1664.00958812,212.708429013,389.720254875,13.0,1.0
R123,286.15,275.15,57254.0391202,35739.6409648,1046.35872041,212.978929343,1663.79730437,382.638624106,57254.0391202,35739.6409648,1663.79730437,212.750397731,389.659376973,13.0,2.0
R123,286.15,276.15,57254.0391202,37373.2632564,1046.35872041,212.978929343,1663.60057779,383.240139745,57254.0391202,37373.2632564,1663.60057779,212.78880083,389.60297761,13.0,3.0
R123,286.15,277.15,57254.0391202,39066.5060566,1046.35872041,212.978929343,1663.41913547,383.841942487,57254.0391202,39066.5060566,1663.41913547,212.823648453,389.550974668,13.0,4.0
R123,286.15,278.15,57254.0391202,40820.9348153,1046.35872041,212.978929343,1663.25270851,384.444013482,57254.0391202,40820.9348153,1663.25270851,212.854950693,389.503287568,13.0,5.0
R123,286.15,279.15,57254.0391202,42638.136734,1046.35872041,212.978929343,1663.10103193,385.046333848,57254.0391202,42638.136734,1663.10103193,212.882717588,389.459837221,13.0,6.0
R123,286.15,280.15,57254.0391202,44519.7206929,1046.35872041,212.978929343,1662.96384461,385.648884676,57254.0391202,44519.7206929,1662.96384461,212.906959131,389.420545995,13.0,7.0
R123,286.15,281.15,57254.0391202,46467.3170968,1046.35872041,212.978929343,1662.84088922,386.251647024,57254.0391202,46467.3170968,1662.84088922,212.927685262,389.385337672,13.0,8.0
R123,286.15,282.15,57254.0391202,48482.5777299,1046.35872041,212.978929343,1662.73191214,386.85460192,57254.0391202,48482.5777299,1662.73191214,212.944905874,389.354137414,13.0,9.0
R123,286.15,283.15,57254.0391202,50567.1756292,1046.35872041,212.978929343,1662.63666337,387.457730361,57254.0391202,50567.1756292,1662.63666337,212.958630813,389.32687172,13.0,10.0
R123,286.15,284.15,57254.0391202,52722.8049458,1046.35872041,212.978929343,1662.55489649,388.061013308,57254.0391202,52722.8049458,1662.55489649,212.968869876,389.303468395,13.0,11.0
R123,286.15,285.15,57254.0391202,54951.1808083,1046.35872041,212.978929343,1662.48636856,388.664431687,57254.0391202,54951.1808083,1662.48636856,212.975632817,389.283856515,13.0,12.0
R123,286.15,286.15,57254.0391202,57254.0391202,1046.35872041,212.978929343,1662.43084009,389.26796639,57254.0391202,57254.0391202,1662.43084009,212.978929343,389.267966389,13.0,13.0
R123,286.15,287.15,57254.0391202,59633.1364843,1046.35872041,212.978929343,1662.38807494,389.871598268,57254.0391202,59633.1364843,1662.38807494,212.980521592,389.255729141,13.0,14.0
R123,286.15,288.15,57254.0391202,62090.249964,1046.35872041,212.978929343,1662.35784025,390.475308134,57254.0391202,62090.249964,1662.35784025,212.98216605,389.247077483,13.0,15.0
R123,286.15,289.15,57254.0391202,64627.1770124,1046.35872041,212.978929343,1662.33990639,391.079076757,57254.0391202,64627.1770124,1662.33990639,212.983863919,389.241945711,13.0,16.0
R123,286.15,290.15,57254.0391202,67245.735214,1046.35872041,212.978929343,1662.33404691,391.682884864,57254.0391202,67245.735214,1662.33404691,212.985616416,389.240269019,13.0,17.0
R123,286.15,291.15,57254.0391202,69947.7621709,1046.35872041,212.978929343,1662.34003843,392.286713134,57254.0391202,69947.7621709,1662.34003843,212.987424769,389.241983494,13.0,18.0
R123,286.15,292.15,57254.0391202,72735.115373,1046.35872041,212.978929343,1662.35766063,392.8905422,57254.0391202,72735.115373,1662.35766063,212.989290221,389.247026085,13.0,19.0
R123,286.15,293.15,57254.0391202,75609.6719263,1046.35872041,212.978929343,1662.38669613,393.49435264,57254.0391202,75609.6719263,1662.38669613,212.991214028,389.255334595,13.0,20.0
R123,286.15,294.15,57254.0391202,78573.3284689,1046.35872041,212.978929343,1662.42693051,394.098124981,57254.0391202,78573.3284689,1662.42693051,212.993197459,389.266847661,13.0,21.0
R123,286.15,295.15,57254.0391202,81628.0009627,1046.35872041,212.978929343,1662.47815214,394.701839693,57254.0391202,81628.0009627,1662.47815214,212.995241795,389.281505208,13.0,22.0
R123,286.15,296.15,57254.0391202,84775.6245227,1046.35872041,212.978929343,1662.54015224,395.305477186,57254.0391202,84775.6245227,1662.54015224,212.997348331,389.299248598,13.0,23.0
R123,286.15,297.15,57254.0391202,88018.1532409,1046.35872041,212.978929343,1662.61272471,395.909017806,57254.0391202,88018.1532409,1662.61272471,212.999518373,389.320019701,13.0,24.0
R123,286.15,298.15,57254.0391202,91357.5600234,1046.35872041,212.978929343,1662.69566616,396.512441837,57254.0391202,91357.5600234,1662.69566616,213.001753241,389.343761269,13.0,25.0
R123,286.15,299.15,57254.0391202,94795.8363735,1046.35872041,212.978929343,1662.78877581,397.115729489,57254.0391202,94795.8363735,1662.78877581,213.004054268,389.370416914,13.0,26.0
R123,286.15,300.15,57254.0391202,98334.9922722,1046.35872041,212.978929343,1662.89185542,397.718860903,57254.0391202,98334.9922722,1662.89185542,213.006422798,389.399931081,13.0,27.0
R123,286.15,301.15,57254.0391202,101977.055948,1046.35872041,212.978929343,1663.00470927,398.321816142,57254.0391202,101977.055948,1663.00470927,213.008860186,389.432249028,13.0,28.0
R123,286.15,302.15,57254.0391202,105724.073737,1046.35872041,212.978929343,1663.12714409,398.924575188,57254.0391202,105724.073737,1663.12714409,213.011367803,389.4673168,13.0,29.0
R123,286.15,303.15,57254.0391202,109578.109893,1046.35872041,212.978929343,1663.25896901,399.527117941,57254.0391202,109578.109893,1663.25896901,213.013947027,389.505081205,13.0,30.0
R123,286.15,304.15,57254.0391202,113541.246386,1046.35872041,212.978929343,1663.39999548,400.12942421,57254.0391202,113541.246386,1663.39999548,213.016599252,389.545489796,13.0,31.0
R123,286.15,305.15,57254.0391202,117615.582777,1046.35872041,212.978929343,1663.55003724,400.731473713,57254.0391202,117615.582777,1663.55003724,213.019325882,389.588490843,13.0,32.0
R123,286.15,306.15,57254.0391202,121803.235985,1046.35872041,212.978929343,1663.70891028,401.33324607,57254.0391202,121803.235985,1663.70891028,213.022128332,389.634033317,13.0,33.0
R123,286.15,307.15,57254.0391202,126106.340174,1046.35872041,212.978929343,1663.87643277,401.934720802,57254.0391202,126106.340174,1663.87643277,213.025008029,389.682066865,13.0,34.0
R123,286.15,308.15,57254.0391202,130527.046537,1046.35872041,212.978929343,1664.05242499,402.53587732,57254.0391202,130527.046537,1664.05242499,213.027966412,389.73254179,13.0,35.0
R123,286.15,309.15,57254.0391202,135067.523124,1046.35872041,212.978929343,1664.23670931,403.136694925,57254.0391202,135067.523124,1664.23670931,213.03100493,389.785409032,13.0,36.0
R123,286.15,310.15,57254.0391202,139729.954702,1046.35872041,212.978929343,1664.42911014,403.737152803,57254.0391202,139729.954702,1664.42911014,213.034125044,389.840620146,13.0,37.0
R123,286.15,311.15,57254.0391202,144516.542578,1046.35872041,212.978929343,1664.62945385,404.337230017,57254.0391202,144516.542578,1664.62945385,213.037328225,389.898127284,13.0,38.0
R123,286.15,312.15,57254.0391202,149429.504405,1046.35872041,212.978929343,1664.83756874,404.936905503,57254.0391202,149429.504405,1664.83756874,213.040615957,389.957883175,13.0,39.0
R123,286.15,313.15,57254.0391202,154471.074064,1046.35872041,212.978929343,1665.053285,405.536158063,57254.0391202,154471.074064,1665.053285,213.043989733,390.019841104,13.0,40.0
R123,286.15,314.15,57254.0391202,159643.50146,1046.35872041,212.978929343,1665.27643463,406.134966363,57254.0391202,159643.50146,1665.27643463,213.047451057,390.083954896,13.0,41.0
R123,286.15,315.15,57254.0391202,164949.052405,1046.35872041,212.978929343,1665.50685144,406.733308923,57254.0391202,164949.052405,1665.50685144,213.051001444,390.150178897,13.0,42.0
R123,286.15,316.15,57254.0391202,170390.008435,1046.35872041,212.978929343,1665.74437094,407.331164113,57254.0391202,170390.008435,1665.74437094,213.054642418,390.218467956,13.0,43.0
R123,286.15,317.15,57254.0391202,175968.66666,1046.35872041,212.978929343,1665.98883035,407.928510143,57254.0391202,175968.66666,1665.98883035,213.058375514,390.288777403,13.0,44.0
R123,286.15,318.15,57254.0391202,181687.339635,1046.35872041,212.978929343,1666.24006851,408.525325064,57254.0391202,181687.339635,1666.24006851,213.06220228,390.361063037,13.0,45.0
R123,286.15,319.15,57254.0391202,187548.355189,1046.35872041,212.978929343,1666.49792585,409.121586752,57254.0391202,187548.355189,1666.49792585,213.06612427,390.435281107,13.0,46.0
R123,286.15,320.15,57254.0391202,193554.05629,1046.35872041,212.978929343,1666.76224435,409.717272908,57254.0391202,193554.05629,1666.76224435,213.07014305,390.51138829,13.0,47.0
R123,286.15,321.15,57254.0391202,199706.800918,1046.35872041,212.978929343,1667.03286749,410.312361047,57254.0391202,199706.800918,1667.03286749,213.074260196,390.589341682,13.0,48.0
R123,286.15,322.15,57254.0391202,206008.961936,1046.35872041,212.978929343,1667.30964017,410.906828492,57254.0391202,206008.961936,1667.30964017,213.078477294,390.669098773,13.0,49.0
R123,286.15,323.15,57254.0391202,212462.926918,1046.35872041,212.978929343,1667.59240872,411.500652364,57254.0391202,212462.926918,1667.59240872,213.082795939,390.750617435,13.0,50.0
R123,286.15,324.15,57254.0391202,219071.098064,1046.35872041,212.978929343,1667.88102081,412.093809577,57254.0391202,219071.098064,1667.88102081,213.087217736,390.833855905,13.0,51.0
R123,286.15,325.15,57254.0391202,225835.892069,1046.35872041,212.978929343,1668.17532542,412.68627683,57254.0391202,225835.892069,1668.17532542,213.091744299,390.918772768,13.0,52.0
R123,286.15,326.15,57254.0391202,232759.739995,1046.35872041,212.978929343,1668.47517279,413.278030594,57254.0391202,232759.739995,1668.47517279,213.096377254,391.00532694,13.0,53.0
R123,286.15,327.15,57254.0391202,239845.087158,1046.35872041,212.978929343,1668.78041437,413.869047107,57254.0391202,239845.087158,1668.78041437,213.101118233,391.093477649,13.0,54.0
R123,286.15,328.15,57254.0391202,247094.393032,1046.35872041,212.978929343,1669.09090279,414.459302364,57254.0391202,247094.393032,1669.09090279,213.10596888,391.183184428,13.0,55.0
R123,286.15,329.15,57254.0391202,254510.131127,1046.35872041,212.978929343,1669.40649179,415.048772107,57254.0391202,254510.131127,1669.40649179,213.110930846,391.274407088,13.0,56.0
R123,286.15,330.15,57254.0391202,262094.788908,1046.35872041,212.978929343,1669.72703619,415.637431815,57254.0391202,262094.788908,1669.72703619,213.116005793,391.367105707,13.0,57.0
R123,286.15,331.15,57254.0391202,269850.867688,1046.35872041,212.978929343,1670.05239182,416.225256696,57254.0391202,269850.867688,1670.05239182,213.121195392,391.461240617,13.0,58.0
R123,286.15,332.15,57254.0391202,277780.882543,1046.35872041,212.978929343,1670.38241551,416.812221673,57254.0391202,277780.882543,1670.38241551,213.126501323,391.556772382,13.0,59.0
R123,286.15,333.15,57254.0391202,285887.362242,1046.35872041,212.978929343,1670.71696502,417.398301376,57254.0391202,285887.362242,1670.71696502,213.131925273,391.653661784,13.0,60.0
R123,286.15,334.15,57254.0391202,294172.849143,1046.35872041,212.978929343,1671.05589897,417.983470129,57254.0391202,294172.849143,1671.05589897,213.137468941,391.751869811,13.0,61.0
R123,286.15,335.15,57254.0391202,302639.899149,1046.35872041,212.978929343,1671.39907684,418.567701938,57254.0391202,302639.899149,1671.39907684,213.143134033,391.851357635,13.0,62.0
R123,286.15,336.15,57254.0391202,311291.081626,1046.35872041,212.978929343,1671.7463589,419.150970483,57254.0391202,311291.081626,1671.7463589,213.148922265,391.952086598,13.0,63.0
R123,286.15,337.15,57254.0391202,320128.979349,1046.35872041,212.978929343,1672.09760615,419.7332491,57254.0391202,320128.979349,1672.09760615,213.154835361,392.054018199,13.0,64.0
R123,286.15,338.15,57254.0391202,329156.18845,1046.35872041,212.978929343,1672.45268026,420.31451077,57254.0391202,329156.18845,1672.45268026,213.160875053,392.157114074,13.0,65.0
R123,286.15,339.15,57254.0391202,338375.318363,1046.35872041,212.978929343,1672.81144357,420.894728108,57254.0391202,338375.318363,1672.81144357,213.167043085,392.261335981,13.0,66.0
R123,286.15,340.15,57254.0391202,347788.991802,1046.35872041,212.978929343,1673.173759,421.473873346,57254.0391202,347788.991802,1673.173759,213.173341205,392.366645782,13.0,67.0
R123,286.15,341.15,57254.0391202,357399.844707,1046.35872041,212.978929343,1673.53948999,422.051918319,57254.0391202,357399.844707,1673.53948999,213.179771173,392.47300543,13.0,68.0
R123,286.15,342.15,57254.0391202,367210.526234,1046.35872041,212.978929343,1673.90850049,422.628834451,57254.0391202,367210.526234,1673.90850049,213.186334758,392.580376948,13.0,69.0
R123,286.15,343.15,57254.0391202,377223.698718,1046.35872041,212.978929343,1674.28065487,423.204592738,57254.0391202,377223.698718,1674.28065487,213.193033735,392.688722416,13.0,70.0
R123,287.15,274.15,59633.1364843,34164.0956353,1049.86497782,213.985590931,1664.00958812,382.037414394,59633.1364843,34164.0956353,1664.00958812,213.669669482,390.337775084,14.0,1.0
R123,287.15,275.15,59633.1364843,35739.6409648,1049.86497782,213.985590931,1663.79730437,382.638624106,59633.1364843,35739.6409648,1663.79730437,213.715144458,390.27668092,14.0,2.0
